,score,group,uuid
682,0.9013168291714322,0,f75a563c-8675-4c2f-9379-6344545daa0b
687,0.901316805853664,0,e438e67e-ef38-4d54-af0f-5e138e4c695b
688,0.9013167959831812,0,8077236a-47b7-4069-9cb8-8dd0d183798f
705,0.9013165472357114,1,7baafa4b-c94c-42be-bdf7-c2da4c20cb96
695,0.901316739207346,0,ea22fead-00a6-4b56-8249-49a2040e7aa3
708,0.9013164691356722,1,89cec156-a146-4d1c-97a1-53a14b067e78
710,0.901316458410393,1,e32c53fd-2b1c-4aa5-90d4-c3a2c5d35093
713,0.9013164018179348,1,b43e6ead-f77a-4cfe-b273-fd9bee523306
715,0.9013163814957976,1,25546a30-ea38-4890-a426-74d87fbd7741
716,0.9013163600781158,1,d8e5a21e-4387-4b6f-bcec-cba3de14ef2e
717,0.9013163479763492,1,567b56d0-9bcf-47ee-8832-adcdb38c6574
696,0.9013167364532444,0,9f075df9-0b05-47ec-bb9c-13d21dc80022
718,0.9013163407296808,1,7dc81590-1886-4316-9753-9915b6cf0197
700,0.9013166633147819,0,ef41c2bb-8e38-43c5-8f6d-0dd70ef2abca
720,0.9013163132517228,1,ca124d95-62ba-4775-90c7-bd15f97b94c7
721,0.9013163043134784,1,383305f9-f0d7-4ccb-b6b0-1f5b58b83d34
726,0.9013162077344926,1,3feb6078-e072-42c8-9825-ffc6843443bb
729,0.9013161990845258,1,f5778cbe-16b7-40b7-a84f-7be7f094db82
731,0.9013161455676212,1,593063ce-9fb9-4d70-9da7-8872ccf649e7
701,0.9013166561644346,0,56c331ee-9170-4881-90d8-766c269f3ce9
706,0.9013165439423384,0,05946f1a-f688-43e2-b824-1b42c517bbaf
707,0.9013164809826948,0,4a20948e-d1bb-4534-ad91-d7247c240558
732,0.9013161365540914,1,b575815f-3c90-402b-bcd6-969728eacb9f
709,0.901316468268574,0,6d08e3b7-f8e5-4747-8f25-fb4f85b1a1a6
711,0.901316452310472,0,d3a66ed0-7437-4223-be19-19da8a174700
734,0.9013161183633196,1,9faaaa79-f294-42d4-a19f-1a598f949a92
712,0.9013164220743964,0,258c0440-4c6a-4ab7-aba3-62835173751c
736,0.9013161124887736,1,527aa8cb-e0a6-48e6-98da-21becedaff38
737,0.901316106830244,1,e1c6525a-42ca-4b3f-8905-1c0db6ef4ec7
714,0.9013163846898748,0,affc9a69-9a82-467a-b4a0-0e4d73154fb3
719,0.9013163259511796,0,660461fb-ff4c-47eb-931f-548b32f77bfe
722,0.9013162833856709,0,a755ece7-1527-43d6-baa4-e088d0888255
739,0.9013160997213358,1,1f207849-1fee-488d-8158-c207f4999ec3
723,0.901316271168734,0,daa7a296-6509-4427-8e86-e93f3a96bfc2
740,0.9013160763603504,1,f91068a6-d988-4fcb-ba98-f08da2ad9863
724,0.9013162570751924,0,92ba9d60-395a-4764-89ae-8f8b9b23a554
725,0.901316220575324,0,3031e8af-c5fe-44bf-bbce-78ab404c9dc5
741,0.9013160700044812,1,164ab8e7-00e0-40d5-974d-748cd52336c5
727,0.9013162064205412,0,e8b4515b-1b71-4c66-984a-d90fdc39e64e
742,0.9013160580912476,1,18c97bf5-fe47-4c23-93b2-fd9fa4a76900
743,0.9013160558737188,1,cea9b220-0c40-43ca-8b87-4702db43d07d
744,0.9013160355131502,1,3ab1d4fb-9959-45e5-ad29-5de5909aefcc
745,0.9013160295011948,1,d45a74ee-7d7c-4ec1-9c77-a35dbbe437a1
746,0.9013159846126242,1,25b99453-1399-411c-8bef-b7912356e46d
748,0.901315972673538,1,4278f89a-1d07-409c-a86f-853e959d1dfc
728,0.90131620454037,0,a842c6bd-3b7f-484a-9ea6-ee21455ef249
730,0.9013161871042475,0,e78b1781-3658-4d4a-bbb2-562dcb3ab336
733,0.9013161267595616,0,e62d145e-c5fb-4a31-9005-ffd271e29c33
735,0.9013161140389128,0,980abe5c-8eec-45a7-b644-efff612619f4
738,0.9013161029129227,0,8ebde9f2-b14c-4139-a0de-203352b5a815
747,0.9013159829180638,0,85270c56-5507-4247-aaf7-e21e70cdde23
751,0.9013159587473965,1,bfa6e401-36c2-4791-931f-40ed1837b63f
749,0.9013159688737976,0,aadbc223-67d8-425a-b36d-81bcb45fc95a
750,0.9013159589028013,0,5258ee35-74e5-4902-a3fb-1dd3eb47ec24
752,0.9013159578886172,1,929627fb-316b-4256-9ad6-ef1c2e3c4164
754,0.901315918397782,1,161ffcc3-03db-40a7-a406-a2052d121b4d
753,0.9013159405820312,0,2084433f-da70-4f90-8564-bea6b90f0536
757,0.9013159113215778,0,8e5e8c9f-3a5d-4c4e-bd87-db7230a21dcd
758,0.901315910417097,0,016fdad4-9883-432a-8984-30326a2a922a
759,0.9013159086773176,0,b58db01a-31e6-462c-b5db-999f46676bd7
760,0.9013159013527914,0,1b44bbcb-0f26-4eb7-b1df-e2a6e6fe092f
755,0.9013159160460092,1,ebdaa391-2e65-42f0-b32c-3995a1e82635
762,0.9013158908823252,0,ad37bc59-b6cb-44e9-9471-1e2f7b02b5d6
756,0.9013159147606882,1,910dae62-e923-4e2e-8f7c-8e8a3b8a1ae3
763,0.9013158857526714,0,f596305b-bf80-4fea-914c-aff3deafbeaa
761,0.901315893057654,1,1414acd1-f729-4cef-92f4-460810523a2e
765,0.9013158698378312,1,4f15437e-a71a-4a84-8a9b-335f75ecbb59
767,0.9013158631598194,1,8d8c94e5-8369-4723-8b30-84a1e00532de
768,0.9013158495480628,1,eb9dd77c-2219-4e5c-b13d-9158055b8a5d
769,0.9013158481568888,1,cea39a44-77ee-4800-bd48-2defc38c27f3
764,0.9013158704535268,0,d5523915-d469-4231-9230-009edb13ba6a
770,0.901315836315062,1,f1b893c5-6d72-4cd3-8d9b-8e0a5426ec9c
771,0.9013158266165816,1,1fa24e52-b293-4271-a509-3d6686a5ffbe
774,0.9013157905643608,1,bf6706e9-d958-4250-8957-3883008b41b1
777,0.9013157764328042,1,1b887343-d925-4649-839a-2e8f7218659a
766,0.9013158652677012,0,31546e12-b1d6-44cc-9695-1e69be5db3a6
772,0.9013158230191132,0,570f3c7f-580f-411c-b96f-91d384adb3d4
778,0.9013157713528952,1,2b452d53-bf7a-4470-a5da-8bdf759e46e7
773,0.9013157931693656,0,feb1ed93-327d-4d0d-aaa5-fd67f472180d
775,0.9013157889717676,0,6e95ea4e-0c7b-42f6-9325-9bdfc9e5d441
776,0.9013157845754948,0,09009d06-aad0-4913-ba6f-148f635e93eb
779,0.901315751747909,1,ec4fc705-b0bb-4134-880c-a320efe5a98b
780,0.9013157509722824,1,7c5de939-7a3f-49e5-a2f0-453c5f3e11e3
781,0.901315745750937,0,d379cce4-3032-4f04-aa6f-73dbbda6b518
784,0.901315720416206,1,e20fd156-7fef-445d-bc7c-21693593c2ab
782,0.9013157291480236,0,ef53a180-cebe-4d42-95af-e876370a989d
783,0.9013157287557554,0,7297edde-2e00-4984-9317-dfebe1b5bae9
785,0.9013157158806024,0,2edd00cc-6ae5-4f50-bf2c-99f6daccda88
786,0.901315713490729,0,b3ae0cb5-3f74-4b40-8267-f71bf399179e
791,0.901315648515446,1,fb2fc803-0ae6-449c-803a-9c89c5810fe2
792,0.9013156449786016,1,de48213b-9646-4bb6-a80d-d2bd1b59e34a
793,0.9013156405177064,1,c88ddb68-6999-499b-881d-a3e948018170
794,0.9013156383145564,1,d1922e6a-faaa-485d-a0b5-bf98cca3571e
787,0.9013157100551276,0,b54e5e75-8ffc-486a-a5c9-283e5200ba7d
788,0.9013156965566445,0,0b77ee1b-887f-4e49-aec9-ffa0ed71047a
797,0.9013155948836912,1,88794c04-c4db-4c74-8eb5-2ed122537ef0
799,0.9013155539161404,1,ddb2ba80-4b19-4724-840a-8ad29ad03ef2
800,0.9013155297291376,1,59239a4f-3835-4b45-8d5f-982b34374fd8
803,0.9013154961552016,1,fa7acc44-c817-4b8c-9f6f-5b67be932748
789,0.9013156954196484,0,d9cbcd19-e5af-434a-922f-c8708c9e1aca
790,0.9013156938596152,0,886a5578-71c6-41b0-b4c6-98382aa7d16a
795,0.9013156195848904,0,70dbdde6-da06-441c-9ebf-d7bcc25afb17
796,0.9013156181884407,0,4f3cc8e4-8976-4824-87d6-46eb4ace4223
805,0.9013154763609609,1,3492e87f-8d22-4848-98ef-0aaa75bf7415
798,0.9013155835669509,0,3bbd39f2-600c-48cf-9a7b-e1fd16dee060
807,0.9013154466842734,1,cbe2c40c-2a1c-4fe8-a067-ae1bda1d44ca
801,0.9013155206409702,0,60c24922-bfc0-419a-b45a-7022216ccf14
802,0.90131551648791,0,2cf0cfed-611e-423a-b5ae-7263d969e1c2
810,0.9013154328666252,1,686d928e-b9a1-40a2-a723-e056709f24b2
804,0.9013154812499709,0,a20ec606-d0a0-415d-9925-aa6e334d197a
806,0.9013154559133382,0,b1dc2d89-1952-41db-8ab4-cd3cb6ff1a68
811,0.901315416980048,1,cbac535e-f895-49e4-98b7-789bc21693db
818,0.9013153776917642,1,570ed7f8-73e1-41cd-9ae5-f54f4f269cb5
808,0.9013154439351496,0,056ebc95-e878-42d7-8956-8809b919e822
809,0.901315438565958,0,0f907eb7-5aa9-4483-9382-68df65958201
812,0.9013154107459692,0,2340f02f-463c-47d7-a9bb-0f11825f14ca
819,0.9013153712383544,1,14fb07fe-3104-4372-b5ee-7e0c27683f12
820,0.9013153628063756,1,287fd608-346b-4db3-abd3-4cb1d0342b08
813,0.9013154072872428,0,9326b32e-1330-4400-8861-8789b10ee732
823,0.901315311823849,1,c2545edf-64f5-40a0-8475-1e4ca8d1aff8
814,0.9013154028305,0,61fd9346-f574-42ad-a8d0-4d688bbd4c6e
824,0.9013153081879456,1,6336825b-ff7f-45b8-b85e-90c921b4a557
815,0.901315395684112,0,eb67faad-5130-4b48-a31b-6c29d71c5013
831,0.9013151833502052,1,76eb1c09-091c-4011-8ca7-6bbe20cf97ed
816,0.9013153939454362,0,7c7d6fcb-3d16-462f-bd36-6109065a7dd2
817,0.9013153780040154,0,ef186c40-424b-4c26-ab82-15add423fa8c
821,0.9013153547926332,0,975bbfc3-d26e-42bc-b7d1-a3583b50d58d
834,0.9013151155585464,1,ebd3340e-bf33-4be6-b35f-41c611145122
837,0.9013150536356868,1,3ccba11c-7748-42df-a44c-280a4e346c5a
838,0.9013149981374338,1,3f8c1983-94ba-4505-97cc-86b5c9e43854
840,0.90131497755989,1,9480c52e-15d5-473d-9de5-13488acde6a0
822,0.9013153453782864,0,ffabe82d-11a4-4e6e-972c-bc5bce4bd9e9
825,0.9013152880492896,0,805a2c9a-ab31-42ce-a54d-a237363d89ed
826,0.9013152542414616,0,c0f1313c-a0e3-46cb-929d-d4e19f7e7ddc
827,0.9013152426252394,0,d48ce28e-4e71-4e92-b237-f524560ff571
841,0.9013149587820694,1,86017882-e3c1-41c7-9fad-a4aea3883648
828,0.9013152361830332,0,c7c5e844-7145-44b7-9478-7d9627c73ce7
829,0.9013152237083396,0,8f5e7590-9da3-4b54-964d-9fa2953bc329
846,0.9013148738119348,1,a4dad3fe-5902-49d1-8bd0-647f33dc2722
849,0.9013148263166147,1,1ee83e9b-27ee-4887-a72a-b3774e832548
850,0.90131480269233,1,e7a481f2-6e6b-4d50-af74-660e6199affd
851,0.9013147958338359,1,806de0b2-bccf-43cc-857c-45461ef95bed
830,0.9013151911874268,0,5c6f0ab1-5247-4306-8dca-224a5843d56a
832,0.90131517695398,0,30a32820-340a-4220-852f-0d0e7df1d704
833,0.901315122769514,0,fec80d19-b9f9-4b1a-a9cc-60cdc507fae0
835,0.9013150929077846,0,dcdd081f-c85c-4ce1-9a4d-75847177f7e7
836,0.9013150585572288,0,30b42c7f-3e73-4392-96a4-5b3569d31a85
852,0.9013147894093771,1,8c97f43f-9f1d-41ac-9681-300403f70812
839,0.901314981941752,0,83b0d351-824a-4db3-82b8-9ff83839e5e6
853,0.9013147546981728,1,2f0504ee-d1b5-4ff4-b10f-62810a943ff4
842,0.9013149254092478,0,77969728-06c2-455a-a474-989b9a24c51e
855,0.9013146652309836,1,86ef5e04-52cf-41f1-ab56-012b6c92fe33
856,0.9013146651992902,1,8ad78cd4-02ff-403d-9ca2-f5d2963a1d24
843,0.9013149230744564,0,5e20ff8f-f009-49f5-bd4b-7824f912efe5
844,0.9013149181487702,0,43c0c341-54be-4185-b7c9-9a85e05a6c91
845,0.9013149138254122,0,ffd54318-24e2-4106-9dda-902e346a4375
847,0.9013148695631398,0,11a20b3a-4dca-414e-ae0e-c557ca715812
857,0.9013146539364816,1,792b04d8-10d9-457a-894d-d65703160c34
859,0.901314636613342,1,3681514f-44df-48ef-8062-da899452d819
848,0.9013148476265236,0,ebee250f-f5ff-46cb-ba06-87e6bbd547fe
860,0.9013146268372644,1,8369a8a2-6f61-490a-a924-2ad5dbd950f1
854,0.9013146813808952,0,35fadea4-5677-465c-b37f-ce766da02273
858,0.9013146481951386,0,ce78c19f-ccb6-4933-8c3a-07c7c35eb9f0
861,0.901314625679432,0,cfa0bea5-7878-4273-b17c-7e995330e2a5
862,0.9013146188261636,1,e964075f-96ff-4f0c-8e09-242c9da031b7
864,0.9013146062467022,1,c9588b7e-ea19-4f15-bf03-f0cffe167316
866,0.901314587485702,1,3a59f641-c94e-405e-bb27-878d142aa176
867,0.9013145479858448,1,061139d8-9dea-4028-9037-3f2784fe763d
863,0.9013146163710508,0,747155ba-45cf-45e1-b67b-87d002a4d36e
865,0.9013146040039008,0,10f1ec08-83ed-4a57-97a8-1ba5c77bef1f
870,0.9013145065966036,1,193f5b3f-9492-4fb1-b4b5-73d37599a000
868,0.9013145355942656,0,f57b65cd-458e-4e1d-8d71-0c656a0a3670
872,0.9013144509483968,1,f7acca1c-8a1c-45f7-979e-81a0406d2274
873,0.9013144498012212,1,bc7c5a8a-3ed6-46b9-9f62-cfc80232340f
876,0.9013143703614952,1,0ca8bd21-1fbd-463c-a06a-8220a32ca871
869,0.9013145155506176,0,0dfe849b-554c-4bed-9348-c6231fc0f2fc
871,0.9013144780249126,0,2fe1e1cb-0a41-4699-883b-f16635e73d5b
874,0.9013144060926402,0,a9a1d0a5-d5df-495f-95cf-885bc0fe1004
877,0.9013143682584104,1,b2fb1dbf-386e-47c8-9f81-40ffcce7517c
875,0.9013143973527132,0,c0cc8b03-ce39-4724-80d6-c306219f2533
878,0.9013143506242746,1,92962848-132b-46d3-baf8-da74cfd043dd
879,0.9013143369744746,1,b45683f8-c129-4963-8154-6215bc65588c
881,0.9013141686137583,0,467d56d8-8de0-4fd8-9b2a-1010add2c8de
883,0.9013141007294518,0,d7dafd99-9c2d-4658-b611-1f6e9429ded2
885,0.9013140789325468,0,1a8125d9-ecb2-452e-a04d-0f4329fad1ee
880,0.9013142066915184,1,228285e3-5685-4e19-9c08-9cc2352895fc
882,0.9013141237367503,1,a98d6efd-e6fd-42bb-bbd2-4055a3917e20
884,0.901314088065752,1,011b599d-1445-4fc8-b450-ba1741282953
886,0.901313981675884,1,42db29db-5c28-4c35-a374-2194ab4c8c8f
887,0.9013139591524012,1,a287326b-58d7-4643-8b4b-396c21f83e83
888,0.9013139471658164,0,a2bcf8b9-329e-40e2-a432-dc03d48bdf87
890,0.9013137242884508,0,9fadd957-0a99-423c-878f-a22aeb16a416
891,0.9013136965992379,0,8b56a272-510b-405c-acf7-3516c17309da
889,0.9013139136429694,1,e51b4624-d817-476d-8a2e-c3e7f516a598
893,0.9013135279567484,1,3faa87c2-51a0-46f5-845b-acd8a0d875f3
895,0.8947391389447743,1,a6dbdc41-23fc-4201-aa04-ff7571b4ec2e
892,0.9013136548928536,0,076b670d-cb34-46bf-a0a5-6e370274599c
896,0.8947388392555027,1,85e3b343-78f9-4fd1-89c2-08bc0128d186
894,0.9013130931952807,0,33487479-9065-4124-995f-a2c9d3dd3695
897,0.8947388229814526,0,5c07942a-ec23-43bf-92f0-ea3aa26e41c0
898,0.8947387994316051,1,7a8b2d97-50f2-4e87-99a2-5a1377d7e059
901,0.8947385387283724,1,ca2586b5-7401-43d1-9090-c1a343fbcf23
899,0.8947386750505671,0,2ee72694-ce14-45c7-a9af-6f496d96a357
902,0.8947385211843599,1,646efa6f-5faf-4fcf-af12-cb5d732e744e
900,0.8947385401233787,0,4f6e86bf-ac9b-4ade-9723-defabaa2b994
903,0.8947383926355736,1,a2d0510f-9ab5-4566-a3ea-545ee59ad4f0
905,0.8947380151638463,1,04422996-ba1b-447f-96b8-7ba558ce4bf9
906,0.8947379288894264,1,6238cab4-5f36-48cc-96d3-eb19bb1c50bb
904,0.8947380999405301,0,f24884e2-f07b-493c-a1cb-b27d50c5b6d5
907,0.8947379273787626,0,ade26727-d2ce-4858-a888-d4139a0e6089
909,0.8947377914314993,0,a54e4c97-fb28-4622-b420-c38045ca7eaa
908,0.8947379262084167,1,b100ad0f-5959-4c57-8447-66f25ae78b2a
910,0.8947377845022783,0,704ad9a9-a671-497a-97fb-04a6c8262f22
913,0.8947376845739691,1,8ebc560c-4e0f-4e4b-8bb9-34f415a4cf88
911,0.8947377658937639,0,37cf9d9d-09d0-4ef5-aa8e-da2c0a5b5684
915,0.8947376127339842,1,dee4aef2-d5a7-477f-9933-a5993441338a
916,0.8947376087033875,1,e4cdf979-e814-4f18-af55-47cb05e4512e
918,0.8947375956175635,1,152ae19f-2f0e-40bc-b3e8-ba5ecbcd8a24
912,0.8947377341428474,0,07f44da6-eaba-4173-8696-643e1bc76d9c
914,0.8947376181234604,0,7ac78b0a-52af-4f5a-b4de-3c650f230a91
917,0.8947376086905183,0,7f8d22bb-ca37-4973-bc0e-1b345f32398d
920,0.8947374867812848,1,241ce0d3-9127-4bb2-85ed-7022b49d882f
919,0.8947375050222272,0,551f760a-77e2-4f36-ab21-aa7e1c31405c
921,0.8947374040068411,0,9b7f36bc-54d3-467a-aa8d-0dcb0eb399fa
922,0.8947374033087279,0,01a6bf66-9665-44f0-9715-6fce27b10b9d
925,0.8947373466173768,1,23fdb964-7031-4671-9af8-5d1ef0912e17
927,0.8947372322251186,1,44cf7b59-990e-40d3-b96e-76062322ba5d
933,0.8947371467087406,1,3f3258e0-3d10-46d2-b01a-8c2eea7ef92c
934,0.8947371291078409,1,3d8e2c5d-0dd8-4c11-996f-5d2b0ab0a25b
923,0.8947373702802602,0,c9b197a3-76d8-44ce-ac96-198e82d1fffa
936,0.8947370909629325,1,d38907f4-e417-4d32-a07a-1b8f83c8ea3f
937,0.8947370792885061,1,c34ecd2f-9607-475c-924c-0bbcee4fb37d
924,0.8947373483781659,0,ea406130-f123-41de-a3af-bf8f24ecf309
926,0.8947372945377908,0,f20bb390-ee17-420f-86ce-c78ffac7d7da
940,0.8947370465028209,1,c719e013-cb90-4b37-9ce6-d1c496e80847
928,0.8947372284678998,0,c3680f86-7649-4462-a595-61552cffb1db
941,0.8947370357181345,1,ad11ccfb-47f7-452d-ba5f-3f0639f32265
929,0.8947372264964101,0,8ecd929e-a63a-41e2-8d18-741ef7b8a676
930,0.89473719218887,0,931b1257-73c7-40f5-8303-ca5cc86e5da5
931,0.8947371764817658,0,e887cf44-3d01-4da5-9ea4-b7fc86bb48de
932,0.8947371703666942,0,30ff9a2e-f296-436e-8a0d-e7980118d20b
935,0.8947370969805837,0,8c94a82a-f49e-42fc-aba7-c00963fbe897
943,0.8947369610635623,1,ada73dba-871c-45c2-ab48-b560b69bc72e
944,0.8947369168413615,1,baac3df4-ae6a-4716-beee-1ae58a0566e0
938,0.8947370721347778,0,b6eaa094-2a89-455d-af6c-01e26a95cef4
939,0.8947370520099948,0,1e7661e7-de50-454f-9f21-e55dd2f084b7
942,0.8947370053299053,0,9c394bf8-378e-488e-a1dc-7cc85242f340
945,0.8947369051309237,1,27ba6280-5e00-4748-bbf5-5abc31007da8
947,0.894736881701174,0,48f0771b-034f-44a0-a4d2-dd4e21ac15c2
948,0.8947368727095903,0,a94322a2-fdc6-4f12-b0b4-d4320fca73b3
946,0.8947369002708331,1,8aeb2ba7-42ce-48a7-8d73-055e8815a5dc
950,0.8947368629485458,0,5c8f094d-531f-45bc-8ef3-892c4b053d65
952,0.8947368413114298,0,34cb322c-d5a2-4642-99d2-60946aab31f0
954,0.8947366655245561,0,b115e2cd-da43-40e7-a080-57f7e5ff561d
955,0.8947366484353647,0,606b629b-6b74-48f3-8e42-c637a1c96289
956,0.8947366250401106,0,17095960-dc17-476a-9254-d1eb2e6270d8
949,0.8947368712980726,1,d6f8c64d-31e6-42da-910f-83d04b77b56d
958,0.8947366020140637,0,bde3de5a-60e8-4c1f-9590-931c6ab22e70
960,0.89473650895159,0,cd356465-600f-4fee-9d6f-01820c27fd5f
961,0.8947365081381164,0,32cc48eb-b939-4dae-b290-be990ac0f5a3
951,0.8947368515109672,1,b7122af6-3354-4860-adb9-79a4c61175f6
953,0.8947367516652112,1,52e01822-1a98-4ba9-9e01-e760186919cb
963,0.8947364980125141,0,941e05c0-b505-4fc5-8bab-f31e96223790
964,0.8947364536017018,0,d87adf5d-1a80-43d8-b332-522f5adb511a
957,0.8947366237211818,1,80a0d553-ab22-45e5-aaed-c26e3188f12b
959,0.8947365800337232,1,59785776-5b76-45c3-8f2e-c7b08ed40d5f
966,0.8947364154762814,0,73d11bf5-10ab-4e06-864c-d1ad656d6cbe
962,0.8947364996917571,1,460bb1f1-7ebe-49fc-bc63-377fff043b3e
965,0.8947364229464391,1,00ff0978-4ce9-49b3-8745-62ee479ed939
971,0.8947362718547813,0,2dba2a45-ea38-428c-a386-6631c343e86b
973,0.8947362381213582,0,c1b8eb98-8e17-48b5-8074-c4afae6b69f6
974,0.8947361579500924,0,438cd5fa-df6b-42d2-a4fc-cfc17a5d237a
977,0.8947361138248137,0,fb57e13d-0252-4267-800f-211d160ea71e
967,0.8947363814287638,1,9a8226bd-4fae-4aff-b84b-3accaa4f810e
978,0.8947360264242527,0,c3699e81-8aa9-4f86-85b2-cef311a54680
980,0.8947359908627923,0,3279cc58-7b0b-4036-8137-cce4c7316151
968,0.8947363730195496,1,f9d5c95c-1e88-4830-b787-778c90316a05
983,0.8947358336555397,0,7e4ddc89-0685-42ad-b619-7b19e3ab78e8
984,0.8947357306921805,0,43703628-ce46-4a48-9b51-a1cb81438018
985,0.8947357147918671,0,627967de-5077-4ff3-aff2-814fde1caa1b
969,0.8947363171636531,1,2b51be35-f1bb-417d-a3ac-43492ff58bcd
986,0.8947357105752509,0,e5f87e09-c226-4c54-adee-0622440b3867
970,0.8947362886245851,1,f5ef5cbf-23af-46a8-b738-1717587d61bc
972,0.8947362663377028,1,d1ff92b8-7a12-4f43-9062-91c56dd0f935
975,0.8947361447651944,1,bb913e0a-978a-4c79-8d9d-dbc93cf065b4
988,0.8947351501227637,0,930d79f1-a116-46b2-b78d-c01da7e5de61
990,0.8947349609508447,0,0ba40832-c97a-486d-b28a-994613ab7eee
976,0.8947361328434857,1,301e5da1-0633-42e0-ac54-0f329875788e
979,0.8947360042222079,1,aef4bc6c-c679-43d0-ab7b-ded0d7b54137
991,0.8947349539821988,0,a3804355-3d94-40af-91fa-2c023cce4f25
992,0.8947348259396881,0,20dad4db-6e1e-4c66-9f06-e6b7998f3762
981,0.8947359824973586,1,2df76d8f-63d3-43b9-b21c-b428fe96e83d
982,0.8947358849620775,1,3188e393-bb52-463f-849c-a1189464d158
987,0.8947356279185268,1,7d91bc80-222d-483f-b81c-5cecb90c4d66
996,0.8881596787538717,0,0a17416f-dc93-4945-bf85-37eda2050fbf
989,0.8947350597213612,1,2d284ab1-e56e-4957-8021-bf644b4c8de9
998,0.8881591780852469,0,b7030298-e400-426f-add3-02b2a3fd5dde
1000,0.8881588975523496,0,0387d858-fd71-443b-8bed-23eb94026a3a
993,0.8947347579956538,1,bd10071a-e74d-43e6-8852-45a85728c994
1001,0.8881587910128038,0,8dc00e3b-7086-4c23-8f1a-5ab4df164127
1002,0.8881587831528539,0,c76ea4d1-dadd-4b9c-95bb-61033bb63ee9
994,0.8947341986610086,1,271f6bf9-dc26-4b11-99b2-75ea76809904
1003,0.8881586159874376,0,b42c4136-5bfd-4f8c-b301-f9bc72d10b70
1006,0.8881584490770565,0,05998734-a18d-41f5-99f3-6a18fdc0e11c
995,0.8881601672324039,1,10e0c83e-9987-4edf-86b5-8b77f81891e7
1007,0.8881583472075064,0,0720d9f6-ec0b-48d0-9ea6-23fa8dad7e31
1009,0.8881582700375641,0,881cc0aa-a31c-4c81-821e-d289451a6070
997,0.888159303280499,1,2704d1cc-8f62-4716-8123-0f162764a7bc
999,0.8881590666565167,1,f5b6c154-95bd-49cd-9d7c-5572f56795e6
1004,0.8881584992276337,1,3455f632-4114-489f-a921-fef3bfb1dfdf
1014,0.8881581607483728,0,4d9a6776-fc15-4f24-b555-6edcb9e42a42
1015,0.8881581391923209,0,01a3bf61-d9cc-4725-aabd-4629b470f432
1005,0.8881584871053816,1,7e761a13-eb98-4698-8df4-543048ee1f42
1016,0.8881581207413072,0,8cec6a6e-9d00-4fab-aa0c-b59d5e939088
1017,0.8881580614737471,0,d67f7a54-7a2b-4e1d-8cd6-3bda603e827a
1018,0.8881579841587748,0,5ad9e3a9-f8ba-4f15-ba76-fab8e46153ae
1008,0.8881582933943456,1,0c9ca33f-a09e-457c-8de6-5c8c2f787034
1010,0.8881582512354784,1,7d849646-5c87-461b-88c3-d223d12e5245
1011,0.8881582051295631,1,e36ec0af-4bcb-48d3-9f90-2514548e1574
1019,0.8881579748580659,0,7b38e8ba-d776-4829-885c-2f48bc378d77
1012,0.8881582014358292,1,f263d2e7-39f1-4919-82e0-96252064440f
1020,0.8881579369069015,0,6d58738f-bf50-4e5c-ac78-243da67926b1
1013,0.8881581821031747,1,2c1ab4a5-9f0f-4051-bc54-136f353ff1f1
1021,0.8881579003128749,0,b830ecb8-b4bb-4d66-8c6b-47c81f46ff9a
1022,0.8881578939463444,1,92ec45da-bedc-408a-bd0f-73e24b66cc1d
1023,0.8881578844256043,1,b4b98462-2870-4551-b0de-e5d807fde756
1025,0.8881577697522298,1,e95b2ec2-557c-4b65-9a06-adbeb65d14cd
1027,0.8881576911548472,1,34dee533-d3eb-4169-99da-cd81c08a90c0
1030,0.8881576530890559,1,876d918d-7102-4a3a-8955-7664a42758c1
1031,0.8881576529907216,1,4e72ea9c-4b8b-4c04-abdf-cd12b1e11210
1024,0.8881578362275254,0,a79aa708-3fc7-4393-b560-cab8640b3b6e
1032,0.8881574828618944,1,1aff7d0a-fc99-4119-a541-4f5fc9d1a915
1034,0.8881572327447794,1,b956117e-9c83-4960-93ee-f959a78e176e
1035,0.8881571948003903,1,1234c244-5bba-4510-9222-05087e354142
1026,0.8881577183676692,0,ec756fbf-0e79-4723-ba60-18edfeed565d
1037,0.8881570430976428,1,bd9ff54a-284e-4ac2-912e-faf6a634fb59
1040,0.8881568403221055,1,e6e2cfa6-2f34-4426-8d16-69d77c2faee5
1041,0.8881568238699811,1,c0beb38c-1751-4524-8846-dae7af0c5611
1028,0.8881576631490109,0,d9c39360-f0bd-4d38-9c31-33d784a2c646
1029,0.8881576601707567,0,8a0165c2-02fd-4989-abe9-c045bbcb46bb
1042,0.8881567228385991,1,6e4021c6-aa0d-4ba1-9012-7b7f092548b0
1043,0.8881566538909794,1,298b85b2-d814-40b1-84b0-d9678fd53b88
1044,0.8881566213824355,1,985c8f40-c549-4356-9608-24e04ccd4d73
1033,0.8881573171505963,0,916c5831-9d1c-48a5-b045-98f71fc46fef
1045,0.8881564892630168,1,9085252e-d660-461a-a7f0-f09a12305aaa
1036,0.8881571398562651,0,67cd1806-60d6-45f3-9f70-1117afae5731
1038,0.8881569940209502,0,788c114a-cc32-4e90-beb7-6bd5fac823cb
1046,0.8881563263371866,1,63cf5aff-6c63-4c1b-a99b-0cd82094307f
1049,0.8815812184857216,1,dc26b9e1-e7e4-4e86-a342-8021dfb7aeb1
